A,B,C,D
207,10,B-speech,Cavallotti
207,11,B-speech,Chinaglia
207,11,I-speech,
207,11,I-speech,
207,11,I-speech,
207,12,B-speech,Presidente
207,13,B-speech,Aporti
208,0,B-header,
208,0,I-header,
208,0,I-header,
208,0,I-header,
208,1,H-speech,[hidden]
208,2,B-speech,Presidente
208,3,B-speech,Sani G
208,3,I-speech,
208,3,I-speech,
208,4,B-speech,Presidente
208,5,B-description,
208,6,B-title,
208,7,B-speech,Presidente
208,7,I-speech,
208,7,I-speech,
208,7,I-speech,
208,7,I-speech,
208,7,I-speech,
208,7,I-speech,
208,7,I-speech,
208,8,B-speech,Montagna
208,9,B-speech,Presidente
208,9,I-speech,
208,9,I-speech,
208,10,B-description,
208,11,N-speech,[inferred] Presidente
208,11,I-speech,
208,11,I-speech,
208,11,I-speech,
208,12,B-description,
208,13,B-title,
208,14,B-speech,Presidente
208,15,B-text,Marziale Capo
208,15,I-text,
208,15,I-text,
208,15,I-text,
208,16,N-speech,[inferred] Presidente
208,17,B-title,
208,18,B-speech,Presidente
208,18,I-speech,
208,18,I-speech,
208,19,B-speech,Ruggieri
209,0,B-header,
209,0,I-header,
209,1,H-speech,[hidden]
209,2,B-speech,Presidente
209,3,B-speech,Senatore Miraglia
209,3,I-speech,
209,3,I-speech,
209,3,I-speech,
209,3,I-speech,
209,4,B-speech,Ministro dei lavori pubblici
209,5,B-speech,Presidente
209,6,B-speech,Ministro dei lavori pubblici
209,6,I-speech,
209,6,I-speech,
209,6,I-speech,
209,6,I-speech,
209,7,B-speech,Senatore Errante
209,8,B-speech,Presidente
209,9,B-speech,Senatore Errante
209,9,I-speech,
209,9,I-speech,
209,999,B-footer,
210,0,B-header,
210,0,I-header,
210,0,I-header,
210,0,I-header,
210,1,H-speech,[hidden]
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
210,1,I-speech,
211,0,B-header,
211,0,I-header,
211,0,I-header,
211,0,I-header,
211,1,H-speech,[hidden]
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
211,1,I-speech,
212,0,B-header,
212,0,I-header,
212,0,I-header,
212,0,I-header,
212,1,B-article,
212,2,B-description,
212,3,B-article,
212,3,I-article,
212,4,B-description,
212,5,B-article,
212,5,I-article,
212,6,B-description,
212,7,B-article,
212,7,I-article,
212,8,B-description,
212,9,B-article,
212,9,I-article,
212,9,I-article,
212,10,B-description,
212,11,B-article,
212,11,I-article,
212,12,B-description,
212,13,B-article,
212,13,I-article,
212,14,B-description,
212,15,H-speech,[hidden]
212,16,B-title,
212,17,B-speech,Presidente
212,17,I-speech,
212,18,B-speechnotext,"Pascale, segretario"
212,19,B-speech,Presidente
212,19,I-speech,
212,20,B-article,
212,21,N-speech,[inferred] Presidente
212,22,B-title,
212,23,B-speech,Presidente
212,23,I-speech,
213,0,B-header,
213,0,I-header,
213,0,I-header,
213,0,I-header,
213,1,H-speech,[hidden]
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
213,1,I-speech,
214,0,B-header,
214,0,I-header,
214,1,B-article,
214,1,I-article,
214,2,B-description,
214,3,B-article,
214,4,B-description,
214,5,B-article,
214,5,I-article,
214,5,I-article,
214,5,I-article,
214,5,I-article,
214,5,I-article,
214,5,I-article,
214,6,B-description,
214,7,B-article,
214,7,I-article,
214,8,B-description,
214,9,B-article,
214,9,I-article,
214,9,I-article,
214,10,B-description,
214,11,B-article,
214,11,I-article,
214,12,B-description,
214,13,B-article,
214,14,B-description,
214,15,B-article,
214,16,B-description,
214,17,B-speech,Presidente
214,17,I-speech,
214,18,B-article,
214,18,I-article,
214,18,I-article,
214,19,B-description,
214,20,B-article,
214,21,B-description,
214,22,B-article,
214,999,B-footer,
215,0,B-header,
215,0,I-header,
215,0,I-header,
215,0,I-header,
215,1,H-speech,[hidden]
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
215,1,I-speech,
216,0,B-header,
216,0,I-header,
216,0,I-header,
216,0,I-header,
216,1,H-speech,[hidden]
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
216,1,I-speech,
217,0,B-header,
217,0,I-header,
217,1,H-speech,[hidden]
217,1,I-speech,
217,1,I-speech,
217,1,I-speech,
217,1,I-speech,
217,1,I-speech,
217,1,I-speech,
217,1,I-speech,
217,1,I-speech,
217,1,I-speech,
217,2,U-speech,[unknown] Voci
217,3,B-description,
217,4,B-other,
217,4,I-other,
217,4,I-other,
218,0,B-header,
218,0,I-header,
218,0,I-header,
218,0,I-header,
218,1,B-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,1,I-article,
218,2,B-article,
218,2,I-article,
218,2,I-article,
219,0,B-header,
219,0,I-header,
219,0,I-header,
219,0,I-header,
219,1,H-speech,[hidden]
219,1,I-speech,
219,1,I-speech,
219,2,B-speech,Tripepi
219,3,B-speech,"Balenzano, ministro dei lavori pubblici"
219,4,B-speech,Tripepi
219,5,B-speech,"Balenzano, ministro dei lavori pubblici"
219,5,I-speech,
219,5,I-speech,
219,5,I-speech,
219,5,I-speech,
219,5,I-speech,
219,5,I-speech,
219,5,I-speech,
220,0,B-header,
220,0,I-header,
220,0,I-header,
220,0,I-header,
220,1,H-speech,[hidden]
220,1,I-speech,
220,1,I-speech,
220,2,B-text,
220,2,I-text,
220,2,I-text,
220,2,I-text,
220,2,I-text,
220,3,H-speech,[hidden]
220,3,I-speech,
220,3,I-speech,
220,3,I-speech,
220,3,I-speech,
220,3,I-speech,
221,0,B-header,
221,0,I-header,
221,0,I-header,
221,0,I-header,
221,1,H-speech,[hidden]
221,2,B-speech,Presidente
221,3,B-text,
221,3,I-text,
221,3,I-text,
221,3,I-text,
221,3,I-text,
221,4,N-speech,[inferred] Presidente
221,4,I-speech,
221,5,B-text,
221,6,N-speech,[inferred] Presidente
221,6,I-speech,
221,7,B-text,
221,7,I-text,
221,7,I-text,
221,7,I-text,
221,7,I-text,
221,7,I-text,
221,7,I-text,
221,8,N-speech,[inferred] Presidente
221,9,B-speech,Baslini
221,9,I-speech,
221,9,I-speech,
221,9,I-speech,
221,9,I-speech,
221,9,I-speech,
221,999,B-footer,
222,0,B-header,
222,0,I-header,
222,0,I-header,
222,0,I-header,
222,1,H-speech,[hidden]
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,1,I-speech,
222,2,B-speech,Nicotera
222,3,B-speech,Presidente
222,4,B-speech,Nicotera
222,5,B-speech,Petruccelli
222,6,B-speech,Presidente
222,7,B-speech,Petruccelli
223,0,B-header,
223,0,I-header,
223,0,I-header,
223,0,I-header,
223,1,H-speech,[hidden]
223,1,I-speech,
223,2,B-speech,Arcà
223,3,B-speech,Rava
223,3,I-speech,
223,3,I-speech,
223,4,B-speech,Arcà
223,5,B-speech,Rava
223,5,I-speech,
223,5,I-speech,
223,5,I-speech,
223,5,I-speech,
223,5,I-speech,
223,5,I-speech,
223,5,I-speech,
223,6,U-speech,[unknown] Voci
223,7,B-speech,Rava
224,0,B-header,
224,0,I-header,
224,1,H-speech,[hidden]
224,1,I-speech,
224,1,I-speech,
224,1,I-speech,
224,1,I-speech,
224,1,I-speech,
224,1,I-speech,
224,1,I-speech,
224,1,I-speech,
224,1,I-speech,
224,2,B-speech,Ercole
224,3,B-speech,Depretis
224,3,I-speech,
224,3,I-speech,
224,3,I-speech,
224,3,I-speech,
224,3,I-speech,
224,3,I-speech,
225,0,B-header,
225,0,I-header,
225,0,I-header,
225,0,I-header,
225,1,H-speech,[hidden]
225,1,I-speech,
225,1,I-speech,
225,1,I-speech,
225,1,I-speech,
225,1,I-speech,
225,1,I-speech,
225,1,I-speech,
225,1,I-speech,
225,2,B-speech,Pantano
225,3,B-speech,Lacava
225,4,B-speech,Pantano
225,5,B-speech,Lacava
225,6,B-speech,Pantano
225,7,B-speech,Lacava
225,8,B-speech,Pantano
225,9,B-speech,Lacava
225,9,I-speech,
225,9,I-speech,
225,9,I-speech,
225,9,I-speech,
225,10,B-speech,Malcangi
225,11,B-speech,Lacava
225,11,I-speech,
226,0,B-header,
226,0,I-header,
226,1,H-speech,[hidden]
226,2,B-speech,Crispi
226,3,B-speech,Mari
226,3,I-speech,
226,3,I-speech,
226,4,B-speech,Crispi
226,5,B-speech,Mari
226,5,I-speech,
226,5,I-speech,
226,5,I-speech,
226,5,I-speech,
226,5,I-speech,
226,5,I-speech,
226,5,I-speech,
226,5,I-speech,
226,6,B-speech,Presidente
226,7,B-speech,Crispi
226,8,B-speech,Presidente
227,0,B-header,
227,0,I-header,
227,0,I-header,
227,0,I-header,
227,1,H-speech,[hidden]
227,2,B-speech,Santini
227,2,I-speech,
227,2,I-speech,
227,3,B-speech,Presidente
227,4,B-speech,Santini
227,5,B-speech,Del Balzo Carlo
227,6,B-speech,Santini
227,7,B-speech,Presidente
227,8,B-speech,Santini
227,9,B-speech,"Di Sant'Onofrio, sotto-segretario di Stato per l'interno"
227,10,B-speech,Santini
227,10,I-speech,
227,10,I-speech,
227,11,B-speech,Presidente
227,12,B-speech,Santini
227,12,I-speech,
227,13,B-speech,Presidente
227,14,B-speech,Santini
227,15,B-speech,Presidente
227,16,B-speech,Santini
227,16,I-speech,
227,999,B-footer,
228,0,B-header,
228,0,I-header,
228,0,I-header,
228,0,I-header,
228,1,H-speech,[hidden]
228,2,B-title,
228,3,B-speech,Presidente
228,3,I-speech,
228,4,B-speech,"Colonna D'Avella, segretario"
228,5,B-article,
228,5,I-article,
228,5,I-article,
228,5,I-article,
228,5,I-article,
228,5,I-article,
228,6,B-speech,Presidente
228,7,B-speech,"Di Prampero, relatore"
228,8,B-speech,Presidente
228,9,B-speech,"Di Prampero, relatore"
228,9,I-speech,
228,9,I-speech,
228,9,I-speech,
228,10,B-speech,"Wollemborg, ministro delle finanze"
228,11,B-speech,Presidente
228,12,B-speech,"Wollemborg, ministro delle finanze"
228,12,I-speech,
228,13,B-speech,"Di Prampero, relatore"
228,14,B-speech,Presidente
228,15,B-title,
228,16,B-speech,"Wollemborg, ministro delle finanze"
228,17,B-speech,Presidente
228,18,B-speech,"Wollemborg, ministro delle finanze"
228,18,I-speech,
228,19,B-speech,Presidente
229,0,B-header,
229,0,I-header,
229,0,I-header,
229,0,I-header,
229,1,H-speech,[hidden]
229,1,I-speech,
229,1,I-speech,
229,1,I-speech,
229,1,I-speech,
229,1,I-speech,
229,1,I-speech,
229,1,I-speech,
229,1,I-speech,
229,999,B-footer,
230,0,B-header,
230,0,I-header,
230,0,I-header,
230,0,I-header,
230,1,B-text,Baragiola
230,1,I-text,
230,2,B-text,"Borriello, Geremicca, De Martino"
230,2,I-text,
230,3,B-text,"Borriello, Geremicca, De Martino"
230,3,I-text,
230,4,B-text,Ranieri
230,4,I-text,
230,5,B-text,Marescalchi
230,5,I-text,
230,6,B-text,Salerno
230,6,I-text,
230,6,I-text,
230,6,I-text,
230,6,I-text,
230,6,I-text,
230,7,B-text,Morelli Eugenio
230,7,I-text,
230,8,B-speech,Presidente
230,9,B-description,
230,10,B-other,
230,10,I-other,
230,10,I-other,
230,10,I-other,
230,10,I-other,
230,10,I-other,
230,10,I-other,
230,10,I-other,
231,0,B-header,
231,0,I-header,
231,0,I-header,
231,0,I-header,
231,1,H-speech,[hidden]
231,1,I-speech,
231,1,I-speech,
231,1,I-speech,
231,2,B-speech,"Santarelli, sottosegretario di Stato per l'agricoltura, industria e commercio."
231,2,I-speech,
231,2,I-speech,
231,2,I-speech,
231,2,I-speech,
231,2,I-speech,
231,2,I-speech,
231,2,I-speech,
231,2,I-speech,
231,2,I-speech,
232,0,B-header,
232,0,I-header,
232,0,I-header,
232,0,I-header,
232,1,B-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
232,1,I-other,
233,0,B-header,
233,0,I-header,
233,1,B-text,Segreteria di Stato della guerra.
233,1,I-text,
233,2,B-text,"O. Marchetti, colonnello di S. M."
233,2,I-text,
233,2,I-text,
233,2,I-text,
233,3,H-speech,[hidden]
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,3,I-speech,
233,4,B-text,Il ministro: G. La Farina
233,4,I-text,
233,4,I-text,
233,4,I-text,
233,4,I-text,
233,4,I-text,
233,5,H-speech,[hidden]
233,5,I-speech,
233,5,I-speech,
234,0,B-header,
234,0,I-header,
234,1,H-speech,[hidden]
234,1,I-speech,
234,2,B-speech,Michelini G. B.
234,2,I-speech,
234,2,I-speech,
234,2,I-speech,
234,2,I-speech,
234,3,B-speech,Presidente
234,4,B-speech,Farina P.
234,4,I-speech,
234,5,U-speech,[unknown] Voci
234,6,B-speech,Valerio
234,7,B-speech,Presidente
234,8,B-speech,Valerio
234,9,B-speech,Paleocapa
234,9,I-speech,
234,9,I-speech,
234,10,B-speech,Quaglia
234,10,I-speech,
234,11,U-speech,[unknown] Voci
234,12,B-speech,Presidente
234,13,B-description,
234,14,N-speech,[inferred] Presidente
234,15,B-article,
234,16,B-speech,Guglianetti
234,16,I-speech,
234,16,I-speech,
234,16,I-speech,
234,17,B-speech,Presidente
234,999,B-footer,
234,999,I-footer,
235,0,B-header,
235,0,I-header,
235,0,I-header,
235,0,I-header,
235,1,H-speech,[hidden]
235,1,I-speech,
235,1,I-speech,
235,1,I-speech,
235,1,I-speech,
235,1,I-speech,
235,1,I-speech,
236,0,B-header,
236,0,I-header,
236,0,I-header,
236,0,I-header,
236,1,H-speech,[hidden]
236,1,I-speech,
236,1,I-speech,
236,1,I-speech,
236,1,I-speech,
236,1,I-speech,
236,2,B-text,
236,2,I-text,
236,2,I-text,
236,2,I-text,
236,2,I-text,
236,3,H-speech,[hidden]
236,3,I-speech,
236,4,B-speech,Ambrosini
236,4,I-speech,
236,4,I-speech,
236,4,I-speech,
237,0,B-header,
237,0,I-header,
237,1,B-title,
237,2,B-presidencydeclaration,Presidenza Casati
237,3,B-other,
237,4,B-description,
237,4,I-description,
237,5,B-speechnotext,Senatore Segretario Manzoni T.
237,6,B-speech,Presidente
237,7,B-speech,Senatore Segretario Manzoni T.
237,8,B-text,Il Presidente Eugenio di Savoia
237,8,I-text,
237,8,I-text,
237,8,I-text,
237,8,I-text,
237,9,B-speech,Presidente
237,10,B-description,
237,11,B-speech,Presidente
237,11,I-speech,
237,11,I-speech,
237,12,B-speech,Ministero della Marina
237,13,B-speech,Presidente
237,14,B-speech,Senatore Chiesi
237,15,B-speech,"Presidente del Consiglio, Ministro degli Esteri."
237,16,B-speech,Presidente
237,17,B-speech,Presidente del Consiglio
237,18,B-speech,Presidente
237,18,I-speech,
237,19,B-speech,Senatore Chiesi
237,20,B-speech,Presidente
237,20,I-speech,
237,21,B-description,
237,999,B-footer,
237,999,I-footer,
238,0,B-header,
238,0,I-header,
238,0,I-header,
238,0,I-header,
238,1,B-title,
238,2,B-presidencydeclaration,Presidenza del vice-presidente Carcano
238,3,B-other,
238,3,I-other,
238,3,I-other,
238,3,I-other,
238,3,I-other,
238,4,B-description,
238,5,B-speech,"De Amicis, segretario"
238,6,B-description,
238,7,B-title,
238,8,B-speech,Presidente
238,8,I-speech,
238,9,B-speech,"De Amicis, segretario"
238,10,B-speech,Presidente
238,10,I-speech,
238,11,B-speech,Cabrini
238,11,I-speech,
238,11,I-speech,
238,999,B-footer,
239,0,B-header,
239,0,I-header,
239,1,H-speech,[hidden]
239,2,B-text,
239,2,I-text,
239,2,I-text,
239,3,B-speech,Curzio
239,4,B-speech,Presidente
239,5,B-speech,Curzio
239,6,B-speech,Presidente
239,7,B-speech,Curzio
239,8,B-speech,Presidente
239,9,B-description,
239,10,N-speech,[inferred] Presidente
239,11,B-text,
239,11,I-text,
239,12,B-title,
239,13,N-speech,[inferred] Presidente
239,13,I-speech,
239,14,B-speech,"Rattazzi, presidente del Consiglio"
239,15,B-speech,Presidente
239,16,B-speech,"Rattazzi, presidente del Consiglio"
239,16,I-speech,
239,16,I-speech,
239,16,I-speech,
239,17,B-speech,"Trezzi, relatore"
239,18,B-speech,Presidente
239,19,B-speech,"Trezzi, relatore"
239,19,I-speech,
239,19,I-speech,
239,19,I-speech,
240,0,B-header,
240,0,I-header,
240,1,H-speech,[hidden]
240,1,I-speech,
240,1,I-speech,
240,1,I-speech,
240,1,I-speech,
240,1,I-speech,
240,1,I-speech,
240,2,B-speech,Bargnani
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
240,2,I-speech,
241,0,B-header,
241,0,I-header,
241,0,I-header,
241,0,I-header,
241,1,H-speech,[hidden]
241,1,I-speech,
241,1,I-speech,
241,1,I-speech,
241,1,I-speech,
241,2,B-speech,Donati
241,3,B-speech,"Branca, ministro delle finanze"
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
241,3,I-speech,
242,0,B-header,
242,0,I-header,
242,1,H-speech,[hidden]
242,2,B-speech,"Minghetti, ministro per l'agricoltura e commercio"
242,3,B-speech,Presidente
242,4,B-description,
242,5,B-speech,"Di Blasio, relatore"
242,5,I-speech,
242,6,B-speech,Tenani
242,7,B-speech,"Di Blasio, relatore"
242,7,I-speech,
242,7,I-speech,
242,8,B-speech,Presidente
242,9,B-speech,Tenani
242,10,B-speech,Sartoretti
242,10,I-speech,
242,10,I-speech,
243,0,B-header,
243,0,I-header,
243,0,I-header,
243,0,I-header,
243,1,H-speech,[hidden]
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
243,1,I-speech,
244,0,B-header,
244,0,I-header,
244,1,H-speech,[hidden]
244,1,I-speech,
244,1,I-speech,
244,2,U-speech,[unknown] Voci
244,3,B-speech,Lanza
244,4,B-speech,Mellana
244,5,B-speech,"Cavour, presidente del Consiglio e ministro delle finanze"
244,6,B-speech,"Petitti, relatore"
244,6,I-speech,
244,6,I-speech,
244,7,B-speech,Mellana
244,7,I-speech,
244,7,I-speech,
244,7,I-speech,
244,8,B-speech,Ravina
244,9,B-speech,Mellana
244,9,I-speech,
244,9,I-speech,
244,9,I-speech,
244,9,I-speech,
244,9,I-speech,
244,9,I-speech,
244,9,I-speech,
244,10,B-speech,Bastian
244,10,I-speech,
244,10,I-speech,
244,999,B-footer,
245,0,B-header,
245,0,I-header,
245,1,H-speech,[hidden]
245,1,I-speech,
245,1,I-speech,
245,1,I-speech,
245,1,I-speech,
245,1,I-speech,
245,1,I-speech,
245,1,I-speech,
245,1,I-speech,
245,1,I-speech,
245,2,B-speech,Presidente
245,3,U-speech,[unknown] Voci
245,4,B-title,
245,5,B-speech,"Lanza, presidente del Consiglio"
245,5,I-speech,
245,5,I-speech,
245,5,I-speech,
246,0,B-header,
246,0,I-header,
246,1,H-speech,[hidden]
246,1,I-speech,
246,1,I-speech,
246,1,I-speech,
246,1,I-speech,
246,1,I-speech,
246,2,B-speech,Presidente
246,2,I-speech,
246,3,U-speech,[unknown] Voci
246,4,B-description,
246,5,B-speech,Toscanelli
246,5,I-speech,
246,5,I-speech,
246,5,I-speech,
246,5,I-speech,
246,5,I-speech,
246,5,I-speech,
246,6,U-speech,[unknown] Moltissime voci
246,7,B-speech,Presidente
246,7,I-speech,
246,8,B-speech,Macchi
246,9,U-speech,[unknown] Voci
246,10,B-speech,Macchi
246,10,I-speech,
246,11,U-speech,[unknown] Voci numerose
246,12,B-speech,Presidente
246,13,B-description,
246,14,N-speech,[inferred] Presidente
246,14,I-speech,
246,15,U-speech,[unknown] Voci
246,16,B-speech,Castelli Luigi
246,17,U-speech,[unknown] Voci
246,18,U-speech,[unknown] Voci generali
246,19,B-speech,Presidente
246,20,U-speech,[unknown] Voci generali
246,21,B-speech,Castelli Luigi
246,22,B-speech,Presidente
246,23,U-speech,[unknown] Voci generali
246,24,B-speech,Petruccelli
246,25,B-speech,Presidente
246,25,I-speech,
246,25,I-speech,
246,25,I-speech,
246,25,I-speech,
247,0,B-header,
247,0,I-header,
247,0,I-header,
247,0,I-header,
247,1,B-speech,Nuvoloni
247,1,I-speech,
247,1,I-speech,
247,1,I-speech,
247,2,B-speech,"Rava, ministro delle finanze"
247,3,B-speech,"Camera, relatore"
247,4,B-speech,Nuvoloni
247,4,I-speech,
247,4,I-speech,
247,4,I-speech,
247,4,I-speech,
247,4,I-speech,
247,4,I-speech,
248,0,B-header,
248,0,I-header,
248,1,H-speech,[hidden]
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,1,I-speech,
248,999,B-footer,
249,0,B-header,
249,0,I-header,
249,0,I-header,
249,0,I-header,
249,1,H-speech,[hidden]
249,2,B-speech,"Galli, sotto-segretario di Stato per l'interno"
249,3,B-speech,Imbriani
249,4,B-speech,"Galli, sotto-segretario di Stato per l'interno"
249,5,B-speech,Imbriani
249,6,B-speech,"Galli, sotto-segretario di Stato per l'interno"
249,7,B-speech,Imbriani
249,8,B-speech,"Galli, sotto-segretario di Stato per l'interno"
249,8,I-speech,
249,8,I-speech,
249,9,B-speech,Imbriani
249,10,B-speech,"Galli, sotto-segretario di Stato per l'interno"
249,11,B-speech,Imbriani
249,12,B-speech,"Galli, sotto-segretario di Stato per l'interno"
249,13,B-speech,Presidente
249,14,B-speech,Imbriani
249,14,I-speech,
249,14,I-speech,
249,14,I-speech,
249,14,I-speech,
249,14,I-speech,
249,14,I-speech,
249,14,I-speech,
249,14,I-speech,
249,14,I-speech,
249,14,I-speech,
249,15,B-speech,Presidente
249,16,B-speech,Imbriani
250,0,B-header,
250,0,I-header,
250,0,I-header,
250,0,I-header,
250,1,B-text,Falbo
250,2,B-text,Il sottosegretario di Stato Celli
250,2,I-text,
250,2,I-text,
250,3,B-text,Falbo
250,4,H-text,[hidden]
250,4,I-text,
250,4,I-text,
250,4,I-text,
250,4,I-text,
250,4,I-text,
250,4,I-text,
250,4,I-text,
250,4,I-text,
251,0,B-header,
251,0,I-header,
251,0,I-header,
251,0,I-header,
251,1,H-speech,[hidden]
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,1,I-speech,
251,2,B-title,
251,3,B-speech,Presidente
251,3,I-speech,
251,3,I-speech,
251,3,I-speech,
251,3,I-speech,
251,3,I-speech,
251,4,B-description,
251,5,N-speech,[inferred] Presidente
251,5,I-speech,
251,5,I-speech,
251,5,I-speech,
251,5,I-speech,
251,6,B-description,
251,7,N-speech,[inferred] Presidente
251,7,I-speech,
251,7,I-speech,
251,7,I-speech,
251,7,I-speech,
251,8,B-description,
251,9,N-speech,[inferred] Presidente
251,9,I-speech,
251,9,I-speech,
251,9,I-speech,
251,9,I-speech,
251,10,B-description,
251,11,N-speech,[inferred] Presidente
251,11,I-speech,
251,11,I-speech,
251,11,I-speech,
251,11,I-speech,
251,12,B-description,
251,13,N-speech,[inferred] Presidente
251,13,I-speech,
251,13,I-speech,
251,13,I-speech,
251,13,I-speech,
251,14,B-description,
251,15,N-speech,[inferred] Presidente
251,15,I-speech,
251,15,I-speech,
251,15,I-speech,
251,15,I-speech,
251,16,B-description,
252,0,B-header,
252,0,I-header,
252,0,I-header,
252,0,I-header,
252,1,B-description,
252,2,B-speech,Presidente
252,3,B-description,
252,4,B-speech,Presidente
252,5,B-description,
252,6,B-speech,Presidente
252,7,B-description,
252,8,B-speech,Presidente
252,9,B-description,
252,10,B-speech,Presidente
252,11,B-description,
252,12,B-speech,Presidente
252,13,B-description,
252,14,B-speech,Presidente
252,15,B-description,
252,16,B-speech,Presidente
252,17,B-description,
252,18,B-speech,Presidente
252,19,B-title,
252,20,B-speech,Presidente
252,21,B-speech,"Marco Arturo Vicini, segretario"
252,22,B-speech,Presidente
252,23,B-speech,Vinassa de Regny
252,24,B-speech,Presidente
253,0,B-header,
253,0,I-header,
253,0,I-header,
253,0,I-header,
253,1,H-speech,[hidden]
253,1,I-speech,
253,1,I-speech,
253,1,I-speech,
253,1,I-speech,
253,1,I-speech,
253,1,I-speech,
253,1,I-speech,
253,1,I-speech,
254,0,B-header,
254,0,I-header,
254,1,H-speech,[hidden]
254,2,B-speech,Presidente
254,3,B-title,
254,4,B-speech,Presidente
254,4,I-speech,
254,5,B-speech,Arrigossi
254,6,B-speech,Presidente
254,7,B-speech,Arrigossi
254,7,I-speech,
254,8,B-speech,"Pironti, ministro di grazia e giustìzia"
254,8,I-speech,
254,8,I-speech,
254,8,I-speech,
254,8,I-speech,
254,8,I-speech,
254,9,B-speech,Arrigossi
254,10,B-speech,"Pironti, ministro di grazia e giustìzia"
254,11,B-speech,Arrigossi
254,999,B-footer,
255,0,B-header,
255,0,I-header,
255,0,I-header,
255,0,I-header,
255,1,H-speech,[hidden]
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
255,1,I-speech,
